,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,latitude,longitude,town,country
409,9.2,10.1,10.9,11.4,15.3,17.1,19.8,19.8,18.2,17.3,13.1,12.1,43.56083,-6.73389,Coaña,España
410,-0.3,0.0,2.1,6.3,11.4,16.7,17.5,17.3,12.0,8.0,,,59.91824,10.6759,Oslo,Norge
411,5.4,7.3,8.6,10.0,15.0,16.2,19.9,19.5,16.4,15.5,10.6,9.1,43.56505,-7.64381,Ourol,España
412,7.5,9.1,10.5,10.8,15.2,17.1,20.4,19.7,17.1,17.4,12.0,10.7,43.38283,-5.82377,Oviedo,España
413,8.3,9.3,10.7,16.1,18.8,19.7,17.3,15.9,12.0,8.9,,,48.7825,-3.04694,Paimpol,France
414,6.8,9.3,,12.8,19.3,19.4,25.3,24.4,20.1,18.3,12.5,11.6,42.38278,-7.57146,Parada de Sil,España
415,10.1,12.8,13.8,15.9,21.2,25.3,27.8,28.2,25.1,21.3,17.5,14.1,38.649,0.06661,Calp,España
416,2.5,7.2,13.1,20.4,25.5,28.5,26.4,20.5,17.7,10.1,5.8,,44.58931,10.53539,Vezzano sul Crostolo,Italia
417,7.6,9.0,13.8,20.0,24.7,27.4,26.3,21.8,19.4,13.8,10.7,,43.90804,10.21881,Camaiore,Italia
418,5.3,7.4,9.5,13.3,15.9,19.4,19.8,15.6,14.3,10.1,5.6,,51.26232,1.10247,Canterbury,United Kingdom
419,9.7,11.3,13.9,25.0,27.4,27.0,23.8,20.4,16.3,13.0,,,41.56393,9.33596,Porto-Vecchio,France
420,9.3,12.6,12.1,15.4,21.4,26.0,28.1,28.2,23.9,21.1,14.9,11.7,40.37837,0.40647,Peníscola / Peñíscola,España
421,8.4,11.6,13.0,14.8,22.1,26.0,30.7,28.9,24.4,21.3,14.2,12.0,37.87431,-4.78726,Córdoba,España
422,13.2,14.7,15.8,20.7,22.1,25.8,22.9,21.5,20.9,17.1,15.9,,37.0983,-8.24369,Albufeira,Portugal
423,8.4,11.6,13.0,14.8,22.1,26.0,30.7,28.9,24.4,21.3,14.2,12.0,37.9671,-4.46118,Pedro Abad,España
424,5.1,9.2,13.0,19.4,24.7,26.8,25.9,20.5,18.4,11.9,8.3,,43.62857,5.15376,Pélissanne,France
425,6.8,9.3,,12.8,19.3,19.4,25.3,24.4,20.1,18.3,12.5,11.6,42.46894,-7.28626,Ribas de Sil,España
426,3.0,7.1,11.6,17.8,20.4,22.3,23.1,17.3,16.9,9.7,6.7,,45.18768,0.73078,Périgueux,France
427,4.4,8.1,9.1,10.8,17.6,20.2,22.3,23.1,18.6,17.9,10.2,7.9,42.78636,0.15718,Aragnouet,France
428,4.4,8.1,9.1,10.8,17.6,20.2,22.3,23.1,18.6,17.9,10.2,7.9,42.96053,-0.07718,Pierrefitte-Nestalas,France
429,7.2,10.6,10.9,13.8,22.8,27.4,31.8,29.7,23.3,20.1,12.4,9.6,40.2383,-3.6907,Pinto,España
430,7.8,9.0,10.7,13.7,16.4,18.5,19.0,16.1,15.0,12.3,7.6,,47.79894,-4.19818,Larvor,France
431,9.3,12.6,12.1,15.4,21.4,26.0,28.1,28.2,23.9,21.1,14.9,11.7,40.57582,0.39331,Sant Jordi / San Jorge,España
432,1.7,6.0,10.2,17.6,21.3,22.6,22.3,16.4,17.0,,,,45.37474,4.44875,Planfoy,France
433,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,41.81022,3.05792,Castell-Platja d'Aro,España
434,9.7,10.6,,12.1,15.6,17.7,20.2,20.5,18.6,18.0,13.6,12.4,43.5445,-5.69571,Gijón/Xixón,España
435,7.2,10.2,12.1,17.2,19.9,22.3,22.7,19.4,19.9,13.5,11.8,,43.50672,-1.5346,Anglet,France
436,6.5,8.1,10.5,14.2,16.7,19.5,19.8,16.4,15.3,10.7,6.0,,48.58029,-2.14482,Beaussais-sur-Mer,France
437,7.0,8.6,10.4,13.6,15.8,18.8,19.3,15.8,15.0,11.3,,,48.69406,-3.79212,Plougasnou,France
438,7.7,8.9,10.9,14.0,16.2,19.1,19.5,16.1,15.0,12.0,7.1,,48.33771,-4.70729,Plougonvelin,France
439,6.8,9.3,,12.8,19.3,19.4,25.3,24.4,20.1,18.3,12.5,11.6,42.56932,-7.39408,A Pobra do Brollón,España
440,7.5,9.1,10.5,10.8,15.2,17.1,20.4,19.7,17.1,17.4,12.0,10.7,43.25484,-5.56842,Pola de Laviana,España
441,5.4,9.3,12.1,18.1,20.8,23.3,23.7,19.4,18.7,11.8,9.5,,43.62839,-0.82864,Pomarez,France
442,4.6,7.4,9.8,11.5,18.8,19.7,24.9,23.8,18.1,16.1,9.7,8.9,42.54372,-6.5869,Ponferrada,España
443,2.5,5.6,9.5,16.3,19.8,21.9,22.7,15.1,14.3,8.3,3.6,,48.90235,6.06122,Pont-à-Mousson,France
444,10.2,11.2,12.1,12.7,17.8,18.0,23.0,21.0,18.9,17.3,12.8,12.0,42.42291,-8.65615,Pontevedra,España
445,6.7,8.7,11.9,18.6,21.5,21.6,17.3,16.4,12.7,6.6,,,47.12075,-2.09178,Pornic,France
446,5.5,8.7,12.2,17.7,19.9,22.5,22.9,18.4,17.7,12.6,6.9,,45.94716,-1.09008,Port-des-Barques,France
447,9.5,11.6,14.1,19.3,23.5,26.2,26.5,21.9,20.2,14.8,10.8,,42.51776,3.11373,Port-Vendres,France
448,7.2,10.3,12.1,22.6,25.2,24.4,21.0,18.7,14.5,11.7,,,44.05962,9.84879,Le Grazie,Italia
449,9.7,10.6,,12.1,15.6,17.7,20.2,20.5,18.6,18.0,13.6,12.4,43.15212,-4.91753,Posada de Valdeón,España
450,7.6,10.2,13.1,20.4,21.7,28.7,26.2,20.8,18.3,11.9,11.0,,40.22981,-7.22189,Meimoa,Portugal
451,4.8,9.0,10.1,12.4,21.2,25.7,30.3,28.2,22.2,19.0,12.3,9.9,39.32651,-3.48327,Puerto Lápice,España
452,10.2,11.9,12.3,20.4,20.3,27.8,24.6,19.9,19.3,12.5,11.1,,39.34073,-7.27758,Valencia de Alcántara,España
453,2.4,7.7,11.7,19.5,23.3,25.6,25.9,19.9,18.6,11.0,7.7,,43.5687,2.01246,Puylaurens,France
454,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,41.93956,2.83923,Palol d'Onyar,España
455,13.2,14.7,15.8,20.7,22.1,25.8,22.9,21.5,20.9,17.1,15.9,,37.07342,-8.07721,Quarteira,Portugal
456,4.2,5.6,4.9,8.1,15.4,19.4,19.8,20.9,14.3,,,,51.79103,11.13946,Quedlinburg,Deutschland
457,2.6,4.8,8.6,21.8,24.6,21.8,16.2,15.0,8.3,6.6,,,42.89456,11.77516,Radicofani,Italia
458,5.2,8.8,11.5,18.0,20.6,22.7,23.2,19.0,18.6,11.2,9.1,,43.15689,-0.39716,Rébénacq,France
459,9.6,11.1,12.4,13.8,19.4,24.2,26.8,27.2,24.2,21.0,16.4,14.4,39.98514,4.09242,es Mercadal,España
460,9.5,11.6,14.1,19.3,23.5,26.2,26.5,21.9,20.2,14.8,10.8,,42.41864,2.91386,Cantallops,España
461,3.6,6.7,10.0,17.4,22.3,24.9,22.2,17.6,14.9,8.2,,,42.43908,1.13397,Rialp,España
462,4.9,4.8,6.9,11.6,14.7,16.0,17.8,,,,,,55.32483,8.75769,Ribe,Danmark
463,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,42.20253,2.19365,Ripoll,España
464,5.5,8.7,12.2,17.7,19.9,22.5,22.9,18.4,17.7,12.6,6.9,,45.94459,-0.95563,Rochefort,France
465,6.8,8.3,9.3,11.9,18.1,24.5,26.7,26.1,22.0,18.2,12.7,10.8,43.3984,10.42847,Rosignano Solvay,Italia
466,1.3,3.8,5.4,7.5,15.1,19.1,20.3,21.2,13.4,13.1,6.4,1.6,49.50721,9.97036,Röttingen,Deutschland
467,2.1,6.2,10.7,17.6,21.1,22.5,22.2,15.7,15.3,8.7,3.8,,47.95573,7.29559,Rouffach,France
468,5.0,6.9,11.5,18.9,,,,,,,,,45.08894,13.64519,Grad Rovinj,Hrvatska
469,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,42.02585,2.46492,Rupit i Pruit,España
470,3.5,5.8,8.4,9.1,15.3,18.6,20.5,21.2,16.6,16.7,9.6,8.4,42.55933,-2.75989,San Vicente de la Sonsierra,España
471,9.1,10.1,11.3,11.8,16.3,17.4,20.6,20.5,18.7,17.6,13.5,12.0,43.35474,-8.25381,Sada,España
472,3.6,6.7,10.0,17.4,22.3,24.9,22.2,17.6,14.9,8.2,,,42.45764,2.0377,Saillagouse,France
473,6.7,8.1,9.9,13.6,15.9,18.7,18.8,15.7,15.1,10.7,6.2,,48.18293,-3.01287,Saint-Aignan,France
474,3.1,6.8,11.2,17.5,20.6,22.4,23.2,16.5,16.0,9.3,5.4,,46.73438,2.48668,Saint-Amand-Montrond,France
475,5.0,8.6,12.5,19.0,21.2,23.6,24.7,18.8,17.9,11.1,7.0,,45.60424,-0.99979,Saint-Georges-de-Didonne,France
476,2.5,6.4,10.8,18.1,21.5,22.9,23.1,16.2,15.3,8.6,,,48.23244,7.37232,Saint-Hippolyte,France
477,5.0,8.6,12.5,19.0,21.2,23.6,24.7,18.8,17.9,11.1,7.0,,45.94528,-0.53689,Saint-Jean-d'Angély,France
478,4.0,7.8,9.2,10.5,17.4,20.3,22.2,22.9,17.5,17.1,9.8,7.4,43.14181,0.92877,Saint-Martory,France
479,2.4,5.8,9.9,16.9,21.8,22.0,15.1,14.4,8.5,4.0,,,48.04526,6.58173,Saint-Nabord,France
480,5.2,9.1,11.3,12.6,19.1,21.6,24.1,24.7,19.5,18.6,11.7,8.2,45.14795,-0.6049,Saint-Paul,France
481,5.4,9.3,12.1,18.1,20.8,23.3,23.7,19.4,18.7,11.8,9.5,,43.73436,-1.07854,Saint-Paul-lès-Dax,France
482,5.2,9.1,11.3,12.6,19.1,21.6,24.1,24.7,19.5,18.6,11.7,8.2,44.9639,-0.40186,Saint-Romain-la-Virvée,France
483,5.0,8.6,12.5,19.0,21.2,23.6,24.7,18.8,17.9,11.1,7.0,,45.38791,-0.68986,Saint-Thomas-de-Conac,France
484,6.1,7.9,10.1,13.8,16.9,19.6,20.0,16.3,15.3,10.9,6.3,,49.65087,0.16317,Saint-Jouin-Bruneval,France
485,20.8,23.2,23.2,16.6,15.6,8.7,,,,,,,46.84505,4.6331,Saint-Léger-sur-Dheune,France
486,9.2,11.4,13.4,24.0,26.8,26.1,22.4,19.6,14.6,11.9,,,43.26457,6.67275,Saint-Tropez,France
487,3.5,5.8,8.4,9.1,15.3,18.6,20.5,21.2,16.6,16.7,9.6,8.4,42.85337,-2.38521,Agurain/Salvatierra,España
488,3.4,8.2,12.6,20.2,25.1,26.4,26.2,21.2,19.2,11.7,,,41.90606,0.33159,San Esteban de Litera,España
489,3.5,6.1,12.2,19.7,24.2,26.5,25.2,19.5,17.0,10.4,6.4,,45.46794,12.27851,Mestre,Italia
490,8.2,10.7,12.8,17.4,20.0,22.2,22.9,19.7,20.5,14.1,12.6,,43.38525,-1.66291,Saint-Jean-de-Luz,France
491,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,41.88429,2.50802,Sant Hilari Sacalm,España
492,3.6,6.7,10.0,17.4,22.3,24.9,22.2,17.6,14.9,8.2,,,42.13664,1.59284,Sant Llorenç de Morunys,España
493,5.4,7.3,8.6,10.0,15.0,16.2,19.9,19.5,16.4,15.5,10.6,9.1,43.25778,-7.01861,Santa Eulalia de Oscos,España
494,8.0,8.8,9.7,10.5,15.5,15.9,20.8,19.9,16.9,15.5,11.4,10.2,42.89755,-8.53028,Santiago de Compostela,España
495,10.2,11.2,12.1,12.7,17.8,18.0,23.0,21.0,18.9,17.3,12.8,12.0,42.40952,-8.86183,Soutullo,España
496,3.3,7.8,10.4,11.3,18.1,20.8,23.2,23.9,17.8,18.1,10.5,7.1,44.89558,1.21243,Sarlat-la-Canéda,France
497,5.2,8.8,11.5,18.0,20.6,22.7,23.2,19.0,18.6,11.2,9.1,,43.40312,-0.38763,Sauvagnon,France
498,-0.5,1.7,3.7,5.9,12.9,,,,,,,,47.81525,8.18096,Schluchsee,Deutschland
499,8.3,9.8,13.7,20.6,26.2,28.1,27.3,21.7,19.3,14.2,11.8,,43.51267,16.1796,Seget Vranjica,Hrvatska
500,10.1,12.4,,15.6,20.6,25.3,27.4,28.1,24.4,21.0,16.6,13.4,39.84806,-0.48167,Segorbe,España
501,4.4,6.9,7.7,9.2,17.4,21.3,26.3,24.8,17.8,16.8,9.3,8.0,40.94103,-4.10818,Segovia,España
502,7.2,10.2,12.1,17.2,19.9,22.3,22.7,19.4,19.9,13.5,11.8,,43.6924,-1.42621,Le Penon,France
503,1.7,6.0,10.2,16.9,20.3,21.6,21.9,15.9,16.1,8.9,5.0,,46.26622,4.09068,Semur-en-Brionnais,France
504,8.1,10.9,14.3,19.7,24.0,26.9,26.4,21.2,19.4,14.0,10.9,,43.36629,3.6163,Sète,France
505,1.8,6.0,10.8,17.4,20.6,22.8,23.0,16.2,15.7,9.2,5.2,,47.00408,5.14326,Seurre,France
506,10.4,13.4,16.1,23.0,29.8,27.5,24.3,22.1,16.1,13.9,,,37.3662,-5.9939,Sevilla,España
507,2.9,3.1,5.7,10.9,16.8,18.7,13.9,11.9,7.5,1.9,,,56.06374,14.5712,Sölvesborg,Sverige
508,8.5,10.0,12.9,12.6,17.5,19.9,22.6,22.9,20.1,20.7,13.9,13.0,43.37371,-2.98962,Sopelana,España
509,4.0,7.3,9.3,10.4,17.4,21.3,23.2,23.6,18.8,18.3,10.1,8.1,42.49142,-1.21393,Sos del Rey Católico,España
510,4.4,8.1,9.1,10.8,17.6,20.2,22.3,23.1,18.6,17.9,10.2,7.9,42.95579,-0.07255,Soulom,France
511,3.3,7.8,10.4,11.3,18.1,20.8,23.2,23.9,17.8,18.1,10.5,7.1,44.47074,1.68069,Saint-Cirq-Lapopie,France
512,7.3,9.4,11.8,18.6,20.8,21.2,18.3,17.7,14.1,8.1,,,46.2274,-1.54642,Le Gillieux,France
513,3.3,7.8,10.4,11.3,18.1,20.8,23.2,23.9,17.8,18.1,10.5,7.1,44.86838,1.04382,Saint-Cyprien,France
514,3.0,7.1,11.6,17.8,20.4,22.3,23.1,17.3,16.9,9.7,6.7,,45.01234,1.08971,Saint-Léon-sur-Vézère,France
515,4.0,8.6,12.0,18.3,21.2,24.0,24.4,19.2,18.2,10.9,8.3,,43.7592,-0.57572,Saint-Sever,France
516,5.2,9.1,11.3,12.6,19.1,21.6,24.1,24.7,19.5,18.6,11.7,8.2,45.14921,-0.82118,Saint-Laurent-Médoc,France
517,6.9,9.9,12.3,17.9,20.6,23.2,23.4,20.0,19.4,13.7,9.6,,44.30765,-1.18127,Sainte-Eulalie-en-Born,France
518,4.8,6.8,9.0,10.3,15.1,17.9,20.8,21.0,15.5,14.6,8.9,4.5,48.40216,-0.08907,Saint-Pierre-des-Nids,France
519,4.7,7.4,8.6,9.8,13.8,16.8,19.5,20.4,15.5,14.3,9.1,4.1,50.1825,1.62888,Saint-Valery-sur-Somme,France
520,4.8,5.7,5.9,8.5,13.9,17.4,18.4,20.7,13.9,12.6,7.1,2.5,53.11381,8.83575,Bremen,Deutschland
521,4.5,7.6,11.5,18.2,23.7,26.6,24.4,18.1,15.9,9.0,5.6,,43.76075,6.15109,Sainte-Croix-du-Verdon,France
522,2.8,4.3,4.8,8.1,14.8,18.7,19.8,,,,,,50.31584,9.46043,Steinau an der Straße,Deutschland
523,10.1,12.4,,15.6,20.6,25.3,27.4,28.1,24.4,21.0,16.6,13.4,39.95357,-0.33495,Suera / Sueras,España
524,3.5,6.7,11.0,16.6,19.5,21.3,22.0,15.9,15.3,9.1,,,47.77111,2.38452,Sully-sur-Loire,France
525,-1.0,0.0,5.4,12.0,17.8,16.9,10.7,11.3,3.4,0.3,,,46.31086,7.63475,Susten,Schweiz/Suisse/Svizzera/Svizra
526,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,42.08313,3.05739,Tor,España
527,7.3,9.4,11.8,18.6,20.8,21.2,18.3,17.7,14.1,8.1,,,46.46716,-1.61555,Talmont-Saint-Hilaire,France
528,3.4,8.2,12.6,20.2,25.1,26.4,26.2,21.2,19.2,11.7,,,41.86307,0.428,Tamarite de Litera,España
529,5.4,7.3,8.6,10.0,15.0,16.2,19.9,19.5,16.4,15.5,10.6,9.1,43.56608,-6.94606,Tapia de Casariego,España
530,5.4,7.3,8.6,10.0,15.0,16.2,19.9,19.5,16.4,15.5,10.6,9.1,43.35971,-7.10734,Taramundi,España
531,6.8,9.9,12.7,18.5,21.0,23.3,23.6,20.1,19.2,13.9,10.1,,44.7171,-1.06977,Lanton,France
532,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,41.99468,2.41583,Tavertet,España
533,6.8,9.3,,12.8,19.3,19.4,25.3,24.4,20.1,18.3,12.5,11.6,42.33262,-8.0131,Cenlle,España
534,2.1,6.2,10.7,17.6,21.1,22.5,22.2,15.7,15.3,8.7,3.8,,47.81144,7.10502,Thann,France
535,2.1,6.2,10.7,17.6,21.1,22.5,22.2,15.7,15.3,8.7,3.8,,47.80879,7.10433,Thann,France
536,4.9,8.0,12.8,19.5,24.1,26.8,25.3,18.5,16.5,10.0,6.3,,44.67232,4.21924,Thueyts,France
537,6.2,8.8,12.7,26.1,27.9,26.1,21.1,17.7,12.6,10.8,,,41.95863,12.80404,Tivoli,Italia
538,8.0,9.7,11.6,11.1,15.6,18.0,20.6,20.9,18.5,19.3,13.2,11.9,43.13389,-2.08383,Tolosa,España
539,-1.0,-3.6,0.0,3.2,7.7,8.0,5.3,3.2,1.2,-3.6,,,57.25084,-3.37592,Tomintoul,United Kingdom
540,3.2,5.5,7.3,8.8,16.1,19.8,24.1,23.1,17.1,15.4,8.6,7.3,42.03667,-4.31611,Torquemada,España
541,7.7,10.3,11.1,13.5,21.4,24.2,30.4,28.2,22.0,19.9,12.8,11.7,40.22075,-6.57148,Torre de Don Miguel,España
542,6.7,8.7,11.2,18.1,18.6,25.0,23.6,18.1,16.3,10.5,9.5,,41.18093,-7.0418,Torre de Moncorvo,Portugal
543,2.4,6.4,7.7,10.1,17.6,23.3,25.2,23.8,18.9,16.1,10.2,7.7,40.09388,-1.25381,Torrebaja,España
544,9.3,12.6,12.1,15.4,21.4,26.0,28.1,28.2,23.9,21.1,14.9,11.7,40.80278,0.51417,Tortosa,España
545,4.3,7.0,8.6,10.7,15.4,18.1,20.3,21.7,15.5,14.3,8.9,4.1,50.60409,3.38181,Tournai,België / Belgique / Belgien
546,3.0,7.4,12.2,19.4,23.4,24.8,24.5,18.3,17.3,10.0,,,45.07314,4.82221,Tournon-sur-Rhône,France
547,7.2,8.6,10.1,13.4,15.4,18.4,18.8,15.6,14.8,11.1,7.1,,48.79041,-3.23074,Tréguier,France
548,3.6,6.1,7.0,10.0,16.4,19.7,21.6,22.3,14.8,13.1,8.7,,49.74087,6.62492,Trier,Deutschland
549,4.8,7.3,11.4,16.7,19.5,22.3,22.5,16.8,15.9,10.0,,,47.22557,0.02328,Turquant,France
550,9.5,12.2,11.6,13.7,22.6,26.1,31.1,28.8,23.4,22.1,14.2,12.1,38.0065,-3.37933,Úbeda,España
551,4.6,8.1,8.2,10.9,19.2,24.0,27.7,25.9,19.8,17.1,10.2,8.2,39.98667,-2.85972,Uclés,España
552,1.0,3.6,7.4,15.0,19.8,19.5,12.8,12.2,5.6,1.1,,,48.40741,10.0095,Ulm,Deutschland
553,4.0,7.3,9.3,10.4,17.4,21.3,23.2,23.6,18.8,18.3,10.1,8.1,42.36,-1.12807,Uncastillo,España
554,1.6,3.6,8.2,20.4,23.9,21.5,15.6,14.3,7.4,3.7,,,44.24285,6.62205,Allos,France
555,2.4,4.4,6.6,8.1,15.1,17.5,22.5,21.6,15.4,13.6,7.4,6.4,42.28755,-5.5131,Valencia de Don Juan,España
556,3.8,6.4,8.5,10.2,18.0,21.6,25.7,24.9,18.5,16.3,9.2,7.9,41.65579,-4.73697,Valladolid,España
557,8.4,11.1,12.5,14.3,19.4,23.9,26.1,26.4,23.2,20.1,15.8,11.8,41.38233,1.92724,Vallirana,España
558,8.4,11.5,12.2,25.2,28.7,27.3,22.6,21.2,14.1,11.8,,,37.1952,-2.98435,Dólar,España
559,2.3,5.3,12.5,23.9,26.9,24.7,18.6,16.4,8.5,4.1,,,45.33437,8.419,Vercelli,Italia
560,8.5,11.4,10.7,14.6,20.2,24.5,27.4,27.3,21.9,19.8,13.7,10.1,42.54287,2.39088,Vernet-les-Bains,France
561,3.3,7.8,10.4,11.3,18.1,20.8,23.2,23.9,17.8,18.1,10.5,7.1,44.48557,1.55517,Saint-Géry-Vers,France
562,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,41.93452,2.24112,Vic,España
563,9.3,10.5,11.6,12.1,17.6,17.6,22.9,21.3,18.8,16.9,12.5,11.3,41.93786,-8.74717,Vila Nova de Cerveira,Portugal
564,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,41.84548,2.38737,Viladrau,España
565,8.4,11.1,12.5,14.3,19.4,23.9,26.1,26.4,23.2,20.1,15.8,11.8,41.34035,1.69125,Vilafranca del Penedès,España
566,10.8,14.1,14.4,16.7,23.8,29.5,31.3,30.9,27.3,22.4,17.0,13.6,37.52579,-1.43387,Lorca,España
567,5.4,7.3,8.6,10.0,15.0,16.2,19.9,19.5,16.4,15.5,10.6,9.1,43.29575,-7.67702,Vilalba,España
568,5.4,7.3,8.6,10.0,15.0,16.2,19.9,19.5,16.4,15.5,10.6,9.1,43.31052,-6.98628,Villanueva de Oscos,España
569,4.4,7.4,11.4,17.2,19.8,22.7,23.1,17.0,16.2,9.8,5.6,,47.5447,0.88706,Villedômer,France
570,3.2,7.5,11.9,18.2,21.1,23.0,23.7,18.0,17.7,10.3,7.2,,44.63844,0.74033,Villeréal,France
571,5.2,7.4,10.6,17.9,19.8,26.0,24.9,18.1,15.1,8.7,7.7,,41.83382,-7.00304,Vinhais,Portugal
572,4.5,6.9,11.6,18.6,27.7,26.0,20.5,17.1,10.9,8.3,,,43.40271,10.86199,Volterra,Italia
573,4.4,7.4,11.4,17.2,19.8,22.7,23.1,17.0,16.2,9.8,5.6,,47.40943,0.7975,Vouvray,France
574,4.2,4.9,7.8,14.2,17.5,18.4,20.8,13.9,12.9,6.7,,,52.88354,9.59644,Walsrode,Deutschland
575,3.6,5.6,5.3,8.4,16.3,20.6,20.7,21.2,14.2,,,,51.05696,13.74265,Dresden,Deutschland
576,2.7,3.9,7.1,14.2,18.1,18.9,20.3,13.4,,,,,51.34575,9.85379,Witzenhausen,Deutschland
577,6.8,9.3,,12.8,19.3,19.4,25.3,24.4,20.1,18.3,12.5,11.6,42.06222,-7.71944,Xinzo de Limia,España
578,8.0,9.7,11.6,11.1,15.6,18.0,20.6,20.9,18.5,19.3,13.2,11.9,43.27792,-2.17018,Zarautz,España
579,3.5,5.8,8.4,9.1,15.3,18.6,20.5,21.2,16.6,16.7,9.6,8.4,42.97597,-2.29271,Zegama,España
580,8.0,9.7,11.6,11.1,15.6,18.0,20.6,20.9,18.5,19.3,13.2,11.9,43.24086,-2.26089,Zestoa,España
581,6.1,7.6,10.1,14.1,17.1,19.4,20.7,16.9,15.0,10.0,4.8,,51.19494,3.22329,Brugge,België / Belgique / Belgien
582,8.4,11.6,13.0,14.8,22.1,26.0,30.7,28.9,24.4,21.3,14.2,12.0,37.46667,-4.42401,Cabra,España
583,3.1,6.0,10.1,15.6,20.6,21.4,14.9,14.0,8.5,3.7,,,49.24885,4.02116,Reims,France
584,10.2,12.4,14.9,21.6,24.5,29.5,27.0,23.7,21.8,15.7,13.2,,36.7569,-5.50707,El Bosque,España
585,4.6,8.1,8.2,10.9,19.2,24.0,27.7,25.9,19.8,17.1,10.2,8.2,39.86712,-2.57221,Zafra de Záncara,España
586,8.5,10.1,12.3,12.4,16.2,18.4,21.0,21.4,19.2,20.2,13.9,12.8,43.34486,-3.74168,Calgar,España
587,3.5,5.8,8.4,9.1,15.3,18.6,20.5,21.2,16.6,16.7,9.6,8.4,42.68846,-2.95483,Miranda de Ebro,España
588,6.7,8.7,11.2,18.1,18.6,25.0,23.6,18.1,16.3,10.5,9.5,,41.15572,-7.78032,Peso da Régua,Portugal
589,8.0,10.6,12.6,14.7,22.3,23.9,29.2,26.8,22.6,20.4,13.8,12.8,38.42517,-6.41077,Zafra,España
590,10.4,11.1,13.5,17.8,18.5,21.2,19.7,19.8,17.8,14.2,14.2,,39.66134,-8.8253,Batalha,Portugal
591,8.5,10.1,12.3,12.4,16.2,18.4,21.0,21.4,19.2,20.2,13.9,12.8,42.87147,-4.49976,Cervera de Pisuerga,España
592,3.8,6.4,8.5,10.2,18.0,21.6,25.7,24.9,18.5,16.3,9.2,7.9,41.40168,-4.32033,Cuéllar,España
593,6.8,9.3,,12.8,19.3,19.4,25.3,24.4,20.1,18.3,12.5,11.6,42.60598,-7.77989,Chantada,España
594,6.1,7.6,9.9,13.3,16.2,19.1,20.0,16.0,15.0,10.7,5.4,,50.67968,1.56637,Équihen-Plage,France
595,3.2,5.5,7.3,8.8,16.1,19.8,24.1,23.1,17.1,15.4,8.6,7.3,42.00401,-4.53493,Palencia,España
596,4.0,8.6,12.0,18.3,21.2,24.0,24.4,19.2,18.2,10.9,8.3,,43.88982,-0.47566,Mont-de-Marsan,France
597,7.7,10.3,11.1,13.5,21.4,24.2,30.4,28.2,22.0,19.9,12.8,11.7,39.47993,-6.37121,Cáceres,España
598,6.2,9.7,10.7,12.8,21.1,25.4,29.2,27.7,22.6,20.1,12.1,10.3,37.44227,-4.21184,Priego de Córdoba,España
599,4.6,7.7,9.4,11.5,18.3,22.8,24.7,24.4,19.5,17.8,10.1,7.0,42.51945,-2.35994,Viana,España
600,1.0,4.9,9.9,16.4,19.9,21.5,21.6,14.9,14.5,8.3,3.8,,47.62942,6.12669,Vaivre-et-Montoille,France
601,6.8,9.3,,12.8,19.3,19.4,25.3,24.4,20.1,18.3,12.5,11.6,42.21444,-8.03306,Cartelle,España
602,6.3,10.0,13.5,19.6,24.7,26.4,26.8,22.3,19.2,13.8,,,41.63603,2.40798,Llinars del Vallès,España
603,3.5,5.8,8.4,9.1,15.3,18.6,20.5,21.2,16.6,16.7,9.6,8.4,42.86667,-2.68501,Vitoria-Gasteiz,España
604,7.7,11.1,12.2,14.3,19.5,24.3,26.5,27.1,23.2,20.0,15.0,11.6,41.28071,1.58177,Banyeres del Penedès,España
605,6.7,9.2,13.4,26.0,28.1,26.7,21.9,18.5,13.0,11.2,,,41.8758,12.55554,Roma,Italia
606,4.4,8.1,9.1,10.8,17.6,20.2,22.3,23.1,18.6,17.9,10.2,7.9,42.95853,-0.20743,Marsous,France
607,0.2,2.9,5.9,14.2,18.6,18.6,19.4,12.1,10.8,4.0,0.6,,50.0277,19.20162,Oświęcim,Polska
608,5.5,8.9,10.6,11.9,17.7,22.6,25.5,25.5,21.0,18.9,12.6,10.2,41.85607,3.13588,Palamós,España
609,6.8,9.3,,12.8,19.3,19.4,25.3,24.4,20.1,18.3,12.5,11.6,42.2857,-8.14286,Ribadavia,España
610,3.2,5.5,7.3,8.8,16.1,19.8,24.1,23.1,17.1,15.4,8.6,7.3,42.10985,-4.64336,Becerril de Campos,España
