,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,latitude,longitude,town,country
390,11.39,11.31,13.02,15.41,19.01,23.06,26.03,26.51,23.94,20.15,16.32,12.91,37.88929,12.47127,Marsala,Italia
391,4.32,5.0,7.67,11.02,14.45,18.4,20.65,19.97,16.61,12.72,8.0,5.0,46.8055,1.03811,Martizay,France
392,9.31,10.21,12.24,14.51,17.76,22.05,24.68,24.99,22.11,18.44,13.27,10.14,41.36806,1.77321,Avinyonet del Penedès,España
393,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,42.07503,3.09813,Bellcaire d'Empordà,España
394,2.13,3.94,5.22,6.95,12.89,18.76,18.76,19.04,14.89,11.64,6.24,3.28,50.32236,7.22835,Mayen,Deutschland
395,3.55,4.97,7.38,9.84,14.05,19.17,21.98,20.99,16.97,12.6,6.96,4.42,41.17138,-2.43203,Medinaceli,España
396,-0.79,-0.42,0.39,2.33,6.8,10.27,12.81,12.33,9.68,5.33,2.89,0.63,68.4941,14.81341,Melbu,Norge
397,6.83,7.35,9.32,11.92,14.66,17.69,19.39,18.78,17.47,14.98,10.74,7.49,47.40462,-2.49115,Quimiac,France
398,6.87,7.99,10.42,13.25,16.23,19.55,21.43,21.27,18.85,15.31,10.26,7.7,43.81613,-1.40081,Messanges,France
399,5.46,6.45,9.25,12.18,15.76,19.77,21.69,21.5,18.28,14.45,9.08,6.2,43.43304,0.30922,Miélan,France
400,7.84,8.57,10.68,13.12,16.05,19.15,21.24,21.09,19.21,16.03,11.49,8.76,44.21276,-1.2821,Mimizan,France
401,6.35,7.25,9.88,12.73,16.28,20.59,23.16,22.78,19.33,15.37,10.27,7.31,43.08502,1.87394,Mirepoix,France
402,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.42769,-7.37014,Mondoñedo,España
403,-0.23,2.11,3.74,4.7,10.09,15.66,15.77,16.06,12.76,9.9,4.56,1.27,50.554,6.2322,Monschau,Deutschland
404,8.57,9.23,11.64,14.32,17.92,22.48,24.85,24.57,21.0,17.2,12.22,9.18,42.50764,2.12249,Mont-Louis,France
405,1.9,4.48,6.32,8.75,13.82,19.48,20.16,19.66,15.68,12.02,5.84,3.15,47.50663,6.79132,Montbéliard,France
406,6.13,7.05,9.79,12.67,16.05,19.6,21.4,21.03,18.12,14.47,9.81,6.86,45.21796,-0.18348,Montguyon,France
407,4.34,5.05,7.66,10.9,14.36,18.05,19.85,19.19,15.34,12.12,7.67,5.03,47.15773,1.20173,Montrésor,France
408,4.18,9.0,10.06,12.57,17.93,22.62,25.49,25.1,20.74,16.0,9.58,6.92,41.91864,0.18939,Monzón,España
409,10.57,11.81,14.23,16.68,20.55,25.09,27.47,27.33,23.78,19.69,14.25,10.93,40.62407,-0.09144,Morella,España
410,6.71,7.89,8.78,9.6,11.98,15.44,18.01,17.68,15.98,13.97,10.14,7.52,48.57417,-3.83156,Morlaix,France
411,3.41,4.42,7.18,10.77,14.4,18.46,20.42,19.7,15.96,12.54,7.43,4.33,46.55806,3.32464,Moulins,France
412,5.0,5.65,8.36,11.2,14.51,18.48,20.15,19.89,16.64,13.09,8.41,5.55,46.33329,0.81055,Moulismes,France
413,11.9,13.43,16.07,18.9,23.05,27.65,30.24,29.95,26.07,21.7,15.79,12.63,38.03972,-1.48139,Mula,España
414,5.57,6.36,8.73,11.54,14.95,18.84,20.54,20.19,17.37,13.85,9.07,6.12,46.37796,-0.06916,Bougon,France
415,7.51,7.95,9.56,10.98,13.43,16.31,18.08,18.32,16.93,13.95,9.92,8.37,43.09903,-9.21275,Muxía,España
416,2.61,3.67,6.6,10.37,14.39,18.46,20.18,19.55,15.38,11.33,6.69,3.71,48.69226,6.19342,Nancy,France
417,2.87,4.63,7.41,11.44,15.18,19.33,21.14,20.42,16.33,12.59,7.11,3.88,46.15671,5.60363,Nantua,France
418,7.41,10.18,11.69,13.97,18.24,23.55,25.75,25.72,21.93,17.56,11.82,9.29,41.75669,1.90929,Navarcles,España
419,9.61,9.82,11.02,12.16,14.33,16.94,18.82,19.38,17.99,15.65,11.99,10.45,43.40394,-6.54168,Tineo,España
420,9.61,9.82,11.02,12.16,14.33,16.94,18.82,19.38,17.99,15.65,11.99,10.45,43.545,-6.72217,Navia,España
421,7.51,7.95,9.56,10.98,13.43,16.31,18.08,18.32,16.93,13.95,9.92,8.37,42.91201,-8.73342,Negreira,España
422,6.98,8.12,8.64,12.25,16.92,23.41,25.52,24.96,20.21,15.97,11.66,7.72,40.78257,17.23397,Alberobello,Italia
423,6.83,7.35,9.32,11.92,14.66,17.69,19.39,18.78,17.47,14.98,10.74,7.49,47.0008,-2.25208,Noirmoutier-en-l'Île,France
424,0.36,1.39,4.85,9.33,13.54,17.57,18.84,18.42,13.86,9.57,4.67,1.45,48.85535,10.48438,Nördlingen,Deutschland
425,-2.77,0.3,0.22,2.93,5.85,11.86,13.69,13.18,9.91,6.69,1.86,-0.33,46.77252,6.03648,Nozeroy,France
426,10.81,10.98,12.04,13.02,15.09,17.34,18.92,19.42,18.53,16.41,13.12,11.68,43.53751,-7.93867,As Somozas,España
427,8.35,9.16,10.86,12.35,14.87,17.6,19.35,19.58,18.16,15.05,10.79,9.09,42.27555,-8.83372,Cangas,España
428,4.95,5.71,8.15,10.35,13.52,17.34,19.14,19.27,16.62,13.17,8.34,5.64,43.02792,-2.40563,Oñati,España
429,-2.59,-1.29,2.43,7.01,11.24,15.4,16.52,16.12,12.13,8.14,2.79,-1.27,47.40849,10.28578,Oberstdorf,Deutschland
430,9.88,11.0,12.57,14.22,16.71,18.13,19.72,19.71,19.27,16.94,12.81,11.32,39.3564,-9.15703,Óbidos,Portugal
431,1.78,2.88,6.2,10.54,14.58,18.52,19.88,19.52,15.18,10.9,6.04,2.91,49.19718,9.51126,Öhringen,Deutschland
432,5.41,6.48,9.39,11.75,15.23,19.61,21.47,21.69,18.69,14.79,9.16,5.98,42.48027,-1.64719,Olite/Erriberri,España
433,6.16,7.14,9.8,12.36,15.69,19.2,20.7,20.56,18.06,14.67,9.53,7.09,43.18371,-0.60846,Oloron-Sainte-Marie,France
434,2.17,3.33,6.64,10.69,14.84,18.91,20.24,19.66,15.44,11.27,6.29,3.09,47.49189,7.39047,Oltingue,France
435,9.83,11.33,13.8,16.2,20.16,24.36,27.32,27.57,24.19,20.05,13.99,11.22,36.94139,-5.25306,Olvera,España
436,4.08,4.8,7.83,10.66,13.87,17.86,19.43,19.3,16.18,12.67,7.75,5.11,45.93565,1.02518,Oradour-sur-Glane,France
437,9.06,9.82,11.5,13.46,15.86,18.88,21.02,21.26,19.32,16.9,12.65,10.55,43.17861,-1.48806,Baztan,España
438,2.21,4.31,8.44,12.84,16.97,21.88,23.86,23.24,18.72,13.29,7.65,2.95,45.79726,8.41193,Orta San Giulio,Italia
439,9.61,9.82,11.02,12.16,14.33,16.94,18.82,19.38,17.99,15.65,11.99,10.45,43.56083,-6.73389,Coaña,España
440,-2.29,-1.81,1.49,6.49,11.64,15.71,17.86,16.49,12.38,6.9,2.68,-1.29,59.91824,10.6759,Oslo,Norge
441,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.56505,-7.64381,Ourol,España
442,7.94,8.39,10.0,11.34,13.76,16.59,18.41,18.78,17.18,14.62,10.41,8.78,43.38283,-5.82377,Oviedo,España
443,8.44,9.0,9.16,10.47,13.07,15.71,17.58,18.34,17.1,14.32,11.36,8.97,48.7825,-3.04694,Paimpol,France
444,7.66,9.74,11.8,14.41,17.79,20.65,23.49,23.15,20.33,16.06,10.69,8.7,42.38278,-7.57146,Parada de Sil,España
445,11.41,12.96,14.2,16.21,20.07,23.99,26.89,26.89,24.03,19.88,15.27,12.87,38.649,0.06661,Calp,España
446,-2.78,-2.36,-1.45,1.18,5.34,10.59,12.73,12.28,7.72,5.13,0.96,-1.49,44.58931,10.53539,Vezzano sul Crostolo,Italia
447,6.77,7.69,10.19,13.14,17.08,21.69,24.18,24.26,20.45,16.44,11.96,7.95,43.90804,10.21881,Camaiore,Italia
448,5.25,5.38,6.78,9.11,12.21,15.29,17.68,17.49,15.6,12.61,8.64,6.05,51.26232,1.10247,Canterbury,United Kingdom
449,10.29,12.05,11.44,13.97,18.5,23.39,26.06,26.12,23.27,19.08,15.17,12.91,41.56393,9.33596,Porto-Vecchio,France
450,10.57,11.81,14.23,16.68,20.55,25.09,27.47,27.33,23.78,19.69,14.25,10.93,40.37837,0.40647,Peníscola / Peñíscola,España
451,9.08,11.03,13.84,16.65,21.12,26.09,29.08,28.96,24.76,19.6,13.14,10.09,37.87431,-4.78726,Córdoba,España
452,12.4,13.13,14.81,16.58,19.52,22.29,24.31,24.49,22.44,19.92,15.64,13.59,37.0983,-8.24369,Albufeira,Portugal
453,9.08,11.03,13.84,16.65,21.12,26.09,29.08,28.96,24.76,19.6,13.14,10.09,37.9671,-4.46118,Pedro Abad,España
454,6.18,7.06,10.09,13.39,17.41,22.02,24.56,23.7,19.77,15.65,10.37,6.93,43.62857,5.15376,Pélissanne,France
455,7.66,9.74,11.8,14.41,17.79,20.65,23.49,23.15,20.33,16.06,10.69,8.7,42.46894,-7.28626,Ribas de Sil,España
456,4.77,6.89,9.1,11.93,15.58,19.61,21.33,20.99,16.72,13.63,8.1,6.11,45.18768,0.73078,Périgueux,France
457,5.22,6.17,8.84,11.27,14.62,18.4,19.91,19.96,17.3,13.86,8.55,6.17,42.78636,0.15718,Aragnouet,France
458,5.22,6.17,8.84,11.27,14.62,18.4,19.91,19.96,17.3,13.86,8.55,6.17,42.96053,-0.07718,Pierrefitte-Nestalas,France
459,6.64,8.51,11.58,14.43,19.31,25.05,28.19,27.53,22.7,17.04,10.64,7.41,40.2383,-3.6907,Pinto,España
460,4.4,7.87,9.52,12.08,16.91,21.96,24.8,24.38,19.82,15.29,8.98,5.7,42.50571,-0.35694,Sabiñánigo,España
461,8.32,8.5,9.33,11.04,13.39,15.96,17.53,17.5,16.43,14.42,11.48,9.07,47.79894,-4.19818,Larvor,France
462,10.57,11.81,14.23,16.68,20.55,25.09,27.47,27.33,23.78,19.69,14.25,10.93,40.57582,0.39331,Sant Jordi / San Jorge,España
463,3.3,4.4,7.21,10.93,14.67,18.78,20.98,20.04,16.36,12.71,7.56,4.38,45.37474,4.44875,Planfoy,France
464,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,41.81022,3.05792,Castell-Platja d'Aro,España
465,10.43,11.1,12.05,13.48,15.35,17.79,20.0,20.69,19.26,17.0,13.29,11.54,43.5445,-5.69571,Gijón/Xixón,España
466,8.23,8.94,10.99,12.94,15.54,18.64,20.55,20.74,18.78,16.17,11.54,9.38,43.50672,-1.5346,Anglet,France
467,6.54,6.73,8.28,10.37,13.09,15.97,17.77,17.57,15.93,13.13,9.68,7.03,48.58029,-2.14482,Beaussais-sur-Mer,France
468,6.71,7.89,8.78,9.6,11.98,15.44,18.01,17.68,15.98,13.97,10.14,7.52,48.69406,-3.79212,Plougasnou,France
469,7.4,7.31,8.59,10.54,13.06,15.59,17.46,16.97,15.57,13.38,10.39,8.19,48.33771,-4.70729,Plougonvelin,France
470,7.66,9.74,11.8,14.41,17.79,20.65,23.49,23.15,20.33,16.06,10.69,8.7,42.56932,-7.39408,A Pobra do Brollón,España
471,7.94,8.39,10.0,11.34,13.76,16.59,18.41,18.78,17.18,14.62,10.41,8.78,43.25484,-5.56842,Pola de Laviana,España
472,6.87,7.99,10.42,13.25,16.23,19.55,21.43,21.27,18.85,15.31,10.26,7.7,43.62839,-0.82864,Pomarez,France
473,5.03,7.56,10.21,12.28,16.3,19.79,22.97,22.18,18.78,14.18,8.63,6.05,42.54372,-6.5869,Ponferrada,España
474,2.39,3.33,6.3,10.36,13.87,17.97,19.88,19.44,15.28,11.19,6.34,3.31,48.90235,6.06122,Pont-à-Mousson,France
475,9.67,10.48,12.25,14.01,16.56,19.19,20.99,20.97,19.41,16.36,12.17,10.41,42.42291,-8.65615,Pontevedra,España
476,6.83,7.35,9.32,11.92,14.66,17.69,19.39,18.78,17.47,14.98,10.74,7.49,47.12075,-2.09178,Pornic,France
477,6.53,7.15,9.43,12.15,15.16,18.53,20.59,20.02,17.95,14.78,10.56,7.45,45.94716,-1.09008,Port-des-Barques,France
478,9.46,9.87,11.63,14.09,17.54,21.55,23.92,23.69,20.8,17.51,13.24,10.6,42.51776,3.11373,Port-Vendres,France
479,6.54,8.18,9.1,12.35,15.88,20.25,23.27,23.08,19.61,16.12,11.24,8.29,44.05962,9.84879,Le Grazie,Italia
480,10.43,11.1,12.05,13.48,15.35,17.79,20.0,20.69,19.26,17.0,13.29,11.54,43.15212,-4.91753,Posada de Valdeón,España
481,8.17,9.46,11.69,13.72,17.68,21.99,24.75,24.98,21.72,16.9,11.33,8.86,40.22981,-7.22189,Meimoa,Portugal
482,6.16,8.31,11.28,14.26,19.22,25.03,28.37,27.56,22.44,16.76,10.17,7.03,39.32651,-3.48327,Puerto Lápice,España
483,8.17,9.46,11.69,13.72,17.68,21.99,24.75,24.98,21.72,16.9,11.33,8.86,39.34073,-7.27758,Valencia de Alcántara,España
484,4.94,6.15,9.27,12.5,16.13,20.5,22.61,22.33,18.62,14.66,9.05,5.8,43.5687,2.01246,Puylaurens,France
485,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,41.93956,2.83923,Palol d'Onyar,España
486,12.4,13.13,14.81,16.58,19.52,22.29,24.31,24.49,22.44,19.92,15.64,13.59,37.07342,-8.07721,Quarteira,Portugal
487,2.16,2.69,5.48,9.73,13.73,17.73,19.44,19.18,15.02,10.8,6.3,3.56,51.79103,11.13946,Quedlinburg,Deutschland
488,4.33,6.07,7.01,10.5,14.86,20.62,23.38,22.76,18.49,13.18,8.62,4.77,42.89456,11.77516,Radicofani,Italia
489,1.63,1.58,3.31,7.19,11.43,14.62,16.58,16.38,13.24,9.55,5.65,2.85,55.70675,9.26554,Vejle Kommune,Danmark
490,6.16,7.14,9.8,12.36,15.69,19.2,20.7,20.56,18.06,14.67,9.53,7.09,43.15689,-0.39716,Rébénacq,France
491,10.66,10.53,12.19,14.44,17.74,22.17,24.92,25.25,22.5,19.44,14.95,12.04,39.98514,4.09242,es Mercadal,España
492,9.46,9.87,11.63,14.09,17.54,21.55,23.92,23.69,20.8,17.51,13.24,10.6,42.41864,2.91386,Cantallops,España
493,4.78,5.89,8.69,11.18,14.48,18.46,20.04,20.04,16.99,13.5,8.14,5.57,42.43908,1.13397,Rialp,España
494,2.33,2.09,4.03,7.6,11.59,14.67,16.73,16.67,14.0,10.36,6.5,3.49,55.32483,8.75769,Ribe,Danmark
495,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,42.20253,2.19365,Ripoll,España
496,6.53,7.15,9.43,12.15,15.16,18.53,20.59,20.02,17.95,14.78,10.56,7.45,45.94459,-0.95563,Rochefort,France
497,6.77,7.69,10.19,13.14,17.08,21.69,24.18,24.26,20.45,16.44,11.96,7.95,43.3984,10.42847,Rosignano Solvay,Italia
498,0.29,1.27,4.76,9.18,13.15,17.19,18.66,18.39,14.1,9.66,4.66,1.47,49.50721,9.97036,Röttingen,Deutschland
499,2.31,4.09,6.8,11.11,15.41,19.23,20.63,20.12,15.74,11.62,6.19,3.42,47.95573,7.29559,Rouffach,France
500,5.2,6.22,9.06,13.35,17.51,22.1,24.27,23.5,19.49,14.72,10.7,6.41,45.08894,13.64519,Grad Rovinj,Hrvatska
501,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,42.02585,2.46492,Rupit i Pruit,España
502,2.13,3.62,6.57,10.23,14.32,18.21,19.55,19.06,15.02,11.0,6.16,3.01,47.92057,6.66186,Rupt-sur-Moselle,France
503,4.95,5.71,8.15,10.35,13.52,17.34,19.14,19.27,16.62,13.17,8.34,5.64,42.55933,-2.75989,San Vicente de la Sonsierra,España
504,9.84,10.08,11.54,12.81,15.24,17.85,19.56,19.84,18.53,15.79,12.15,10.63,43.35474,-8.25381,Sada,España
505,8.57,9.23,11.64,14.32,17.92,22.48,24.85,24.57,21.0,17.2,12.22,9.18,42.45764,2.0377,Saillagouse,France
506,6.31,6.56,7.69,9.57,12.32,15.12,17.01,16.84,15.3,12.77,9.4,6.92,48.18293,-3.01287,Saint-Aignan,France
507,4.04,5.14,7.73,11.32,14.65,18.5,20.6,20.28,16.59,12.48,7.69,5.02,46.73438,2.48668,Saint-Amand-Montrond,France
508,6.13,7.05,9.79,12.67,16.05,19.6,21.4,21.03,18.12,14.47,9.81,6.86,45.60424,-0.99979,Saint-Georges-de-Didonne,France
509,2.84,6.59,7.56,11.18,15.49,20.46,21.37,21.36,17.09,12.66,6.76,4.28,48.23244,7.37232,Saint-Hippolyte,France
510,6.13,7.05,9.79,12.67,16.05,19.6,21.4,21.03,18.12,14.47,9.81,6.86,45.94528,-0.53689,Saint-Jean-d'Angély,France
511,4.78,5.89,8.69,11.18,14.48,18.46,20.04,20.04,16.99,13.5,8.14,5.57,43.14181,0.92877,Saint-Martory,France
512,2.13,3.62,6.57,10.23,14.32,18.21,19.55,19.06,15.02,11.0,6.16,3.01,48.04526,6.58173,Saint-Nabord,France
513,6.59,7.49,10.28,12.92,16.21,19.89,21.51,21.39,18.58,14.91,10.03,7.28,45.14795,-0.6049,Saint-Paul,France
514,6.87,7.99,10.42,13.25,16.23,19.55,21.43,21.27,18.85,15.31,10.26,7.7,43.73436,-1.07854,Saint-Paul-lès-Dax,France
515,6.59,7.49,10.28,12.92,16.21,19.89,21.51,21.39,18.58,14.91,10.03,7.28,44.9639,-0.40186,Saint-Romain-la-Virvée,France
516,6.13,7.05,9.79,12.67,16.05,19.6,21.4,21.03,18.12,14.47,9.81,6.86,45.38791,-0.68986,Saint-Thomas-de-Conac,France
517,5.57,5.75,7.57,9.99,12.82,15.78,17.83,17.71,15.92,13.16,9.22,6.42,49.65087,0.16317,Saint-Jouin-Bruneval,France
518,2.76,3.86,7.31,10.88,14.65,18.98,20.74,20.27,16.37,11.83,6.63,3.62,46.84505,4.6331,Saint-Léger-sur-Dheune,France
519,6.75,8.02,10.72,13.99,18.16,22.75,25.62,25.05,20.51,15.98,10.88,7.49,43.26457,6.67275,Saint-Tropez,France
520,4.95,5.71,8.15,10.35,13.52,17.34,19.14,19.27,16.62,13.17,8.34,5.64,42.85337,-2.38521,Agurain/Salvatierra,España
521,4.18,9.0,10.06,12.57,17.93,22.62,25.49,25.1,20.74,16.0,9.58,6.92,41.90606,0.33159,San Esteban de Litera,España
522,3.54,5.44,9.01,13.7,17.94,22.91,24.93,24.33,19.92,14.85,9.65,4.69,45.46794,12.27851,Mestre,Italia
523,9.06,9.82,11.5,13.46,15.86,18.88,21.02,21.26,19.32,16.9,12.65,10.55,43.38525,-1.66291,Saint-Jean-de-Luz,France
524,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,41.88429,2.50802,Sant Hilari Sacalm,España
525,7.41,10.18,11.69,13.97,18.24,23.55,25.75,25.72,21.93,17.56,11.82,9.29,42.13664,1.59284,Sant Llorenç de Morunys,España
526,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.25778,-7.01861,Santa Eulalia de Oscos,España
527,7.51,7.95,9.56,10.98,13.43,16.31,18.08,18.32,16.93,13.95,9.92,8.37,42.89755,-8.53028,Santiago de Compostela,España
528,9.67,10.48,12.25,14.01,16.56,19.19,20.99,20.97,19.41,16.36,12.17,10.41,42.40952,-8.86183,Soutullo,España
529,4.82,5.89,9.01,11.95,15.22,19.3,20.94,20.65,17.23,13.77,8.6,5.77,44.89558,1.21243,Sarlat-la-Canéda,France
530,6.16,7.14,9.8,12.36,15.69,19.2,20.7,20.56,18.06,14.67,9.53,7.09,43.40312,-0.38763,Sauvagnon,France
531,1.64,1.04,3.19,7.34,11.27,14.48,17.85,14.89,13.01,10.41,3.93,1.1,44.21627,2.31694,Sauveterre-de-Rouergue,France
532,-1.01,-0.32,2.82,7.07,10.71,14.91,16.48,15.98,11.85,7.81,3.21,0.17,47.81525,8.18096,Schluchsee,Deutschland
533,7.78,8.62,11.09,14.64,19.03,23.72,26.53,26.37,21.7,17.08,13.17,9.29,43.51267,16.1796,Seget Vranjica,Hrvatska
534,11.28,12.19,14.2,16.29,19.99,24.43,26.84,26.67,23.67,19.87,14.96,12.22,39.84806,-0.48167,Segorbe,España
535,4.4,6.15,8.56,10.9,15.48,21.0,23.78,23.35,18.96,14.21,7.89,5.85,40.94103,-4.10818,Segovia,España
536,8.23,8.94,10.99,12.94,15.54,18.64,20.55,20.74,18.78,16.17,11.54,9.38,43.6924,-1.42621,Le Penon,France
537,3.23,4.41,7.2,10.67,14.48,18.6,20.35,19.84,15.81,12.04,7.19,4.12,46.26622,4.09068,Semur-en-Brionnais,France
538,8.2,9.04,11.27,14.28,17.82,21.95,24.49,23.99,20.7,17.07,12.41,9.22,43.36629,3.6163,Sète,France
539,2.93,4.07,7.27,11.33,14.69,18.87,20.84,19.89,16.42,12.3,6.97,3.79,47.00408,5.14326,Seurre,France
540,10.91,12.62,15.17,17.62,21.82,25.82,28.25,28.31,24.82,20.69,14.81,12.04,37.3662,-5.9939,Sevilla,España
541,0.86,0.77,3.01,7.01,11.57,15.64,17.93,17.15,13.54,9.32,5.59,2.35,56.06374,14.5712,Sölvesborg,Sverige
542,9.24,9.73,11.87,13.61,16.28,19.52,21.35,21.71,19.82,17.14,12.48,10.34,43.37371,-2.98962,Sopelana,España
543,5.41,6.48,9.39,11.75,15.23,19.61,21.47,21.69,18.69,14.79,9.16,5.98,42.49142,-1.21393,Sos del Rey Católico,España
544,5.22,6.17,8.84,11.27,14.62,18.4,19.91,19.96,17.3,13.86,8.55,6.17,42.95579,-0.07255,Soulom,France
545,4.82,5.89,9.01,11.95,15.22,19.3,20.94,20.65,17.23,13.77,8.6,5.77,44.47074,1.68069,Saint-Cirq-Lapopie,France
546,7.24,8.4,10.25,11.69,14.85,18.41,20.06,20.12,18.6,16.32,11.75,8.2,46.2274,-1.54642,Le Gillieux,France
547,4.82,5.89,9.01,11.95,15.22,19.3,20.94,20.65,17.23,13.77,8.6,5.77,44.86838,1.04382,Saint-Cyprien,France
548,4.77,6.89,9.1,11.93,15.58,19.61,21.33,20.99,16.72,13.63,8.1,6.11,45.01234,1.08971,Saint-Léon-sur-Vézère,France
549,5.84,6.85,9.78,12.59,15.88,19.68,21.38,21.32,18.12,14.33,9.19,6.51,43.7592,-0.57572,Saint-Sever,France
550,6.59,7.49,10.28,12.92,16.21,19.89,21.51,21.39,18.58,14.91,10.03,7.28,45.14921,-0.82118,Saint-Laurent-Médoc,France
551,7.84,8.57,10.68,13.12,16.05,19.15,21.24,21.09,19.21,16.03,11.49,8.76,44.30765,-1.18127,Sainte-Eulalie-en-Born,France
552,4.53,5.05,7.32,10.12,13.4,16.99,18.71,18.35,15.36,11.91,7.79,5.02,48.40216,-0.08907,Saint-Pierre-des-Nids,France
553,4.53,5.06,7.15,9.88,12.9,15.98,17.79,17.81,15.32,12.12,8.0,5.21,50.1825,1.62888,Saint-Valery-sur-Somme,France
554,2.4,2.88,5.25,9.43,13.28,16.58,18.4,18.11,14.53,10.53,6.36,3.41,53.11381,8.83575,Bremen,Deutschland
555,0.99,0.64,3.01,7.12,11.5,15.5,17.66,16.79,13.28,9.35,5.69,1.86,56.28647,13.33925,Örkelljunga kommun,Sverige
556,4.12,5.44,8.52,11.83,16.02,20.67,23.34,22.6,18.19,13.62,8.2,4.6,43.76075,6.15109,Sainte-Croix-du-Verdon,France
557,1.12,1.85,4.97,9.16,13.36,17.08,18.5,17.84,13.52,9.6,5.33,2.14,50.31584,9.46043,Steinau an der Straße,Deutschland
558,11.28,12.19,14.2,16.29,19.99,24.43,26.84,26.67,23.67,19.87,14.96,12.22,39.95357,-0.33495,Suera / Sueras,España
559,4.04,7.15,8.19,11.13,14.81,18.75,20.29,20.49,16.79,12.77,7.77,5.72,47.77111,2.38452,Sully-sur-Loire,France
560,-2.15,1.43,2.27,5.72,8.82,14.6,16.32,15.62,12.21,8.46,3.18,0.03,46.31086,7.63475,Susten,Schweiz/Suisse/Svizzera/Svizra
561,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,42.08313,3.05739,Tor,España
562,7.24,8.4,10.25,11.69,14.85,18.41,20.06,20.12,18.6,16.32,11.75,8.2,46.46716,-1.61555,Talmont-Saint-Hilaire,France
563,4.18,9.0,10.06,12.57,17.93,22.62,25.49,25.1,20.74,16.0,9.58,6.92,41.86307,0.428,Tamarite de Litera,España
564,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.56608,-6.94606,Tapia de Casariego,España
565,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.35971,-7.10734,Taramundi,España
566,7.89,8.54,10.68,13.3,16.29,19.56,21.63,21.46,19.31,16.13,11.66,8.83,44.7171,-1.06977,Lanton,France
567,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,41.99468,2.41583,Tavertet,España
568,7.66,9.74,11.8,14.41,17.79,20.65,23.49,23.15,20.33,16.06,10.69,8.7,42.33262,-8.0131,Cenlle,España
569,6.6,8.33,11.11,14.24,18.21,23.06,25.42,25.07,21.2,16.55,10.69,7.0,41.99417,-1.68778,Cascante,España
570,2.31,4.09,6.8,11.11,15.41,19.23,20.63,20.12,15.74,11.62,6.19,3.42,47.81144,7.10502,Thann,France
571,2.31,4.09,6.8,11.11,15.41,19.23,20.63,20.12,15.74,11.62,6.19,3.42,47.80879,7.10433,Thann,France
572,5.01,6.03,9.11,12.79,16.45,21.08,23.76,22.91,19.05,14.21,8.84,5.51,44.67232,4.21924,Thueyts,France
573,6.93,9.06,10.04,13.32,18.28,23.05,26.32,25.29,21.68,16.83,12.14,8.73,41.95863,12.80404,Tivoli,Italia
574,8.27,8.61,10.39,11.87,14.24,17.09,18.79,19.36,17.88,15.75,11.41,9.51,43.13389,-2.08383,Tolosa,España
575,4.33,4.44,5.85,7.94,10.36,13.09,14.91,14.54,12.93,9.83,6.76,4.41,57.25084,-3.37592,Tomintoul,United Kingdom
576,3.87,5.68,8.45,10.78,14.92,20.0,22.6,22.26,18.43,13.46,7.5,4.71,42.03667,-4.31611,Torquemada,España
577,7.86,9.5,12.11,14.64,19.2,24.39,27.39,27.2,23.09,17.76,11.61,8.71,40.22075,-6.57148,Torre de Don Miguel,España
578,6.27,7.54,9.84,11.85,15.42,18.54,21.39,21.5,18.77,14.62,9.3,6.94,41.18093,-7.0418,Torre de Moncorvo,Portugal
579,3.77,5.86,8.92,11.44,16.05,21.38,24.38,23.22,18.58,13.75,7.71,4.61,40.09388,-1.25381,Torrebaja,España
580,10.57,11.81,14.23,16.68,20.55,25.09,27.47,27.33,23.78,19.69,14.25,10.93,40.80278,0.51417,Tortosa,España
581,4.01,4.9,7.3,10.48,13.86,16.99,18.85,18.66,15.63,11.92,7.82,4.87,50.60409,3.38181,Tournai,België / Belgique / Belgien
582,4.31,7.57,9.26,12.25,16.55,21.68,23.5,22.85,18.99,14.42,8.32,5.87,45.07314,4.82221,Tournon-sur-Rhône,France
583,6.94,6.86,7.98,9.8,12.34,14.9,16.8,16.59,15.26,12.99,9.84,7.52,48.79041,-3.23074,Tréguier,France
